"Country",Latitude,Longitude,"SiteID","SiteName"
"Germany",50.6673,6.91427,"S5121","Miel"
"Germany",51.8165,9.86732,"S5122","Einbeck"
"France",48.46,3.33,"S5123","Noyen"
"Netherlands",51.8204,4.6163,"S5124","Zwyndrecht"
"Germany",51.9331,7.21234,"S5126","Coesfeld-Harle"
"Germany",51.968,10.7074,"S5127","Osterwick"
"Germany",50.32,7.22,"S5129","Mayen \"Brandgrube\""
"Belgium",50.42,3.986,"S5130","Spiennes \"Siedlung mit Gruben\""
"France",48.557,7.68222,"S5131","Lingolsheim \"MK\""
"France",48.4944,7.47271,"S5133","Rosheim \"MK\""
"France",48.5741,7.62513,"S5134","Achenheim \"1925'1\""
"France",48.5966,7.72307,"S5137","Cronenbourg"
"Germany",49.0877,8.56375,"S5138","Untergrombach \"Michelsberg\""
"Germany",49.302,7.05255,"S5140","Sulzbach a. T."
"Germany",50.1448,8.60706,"S5141","Frankfurt-Praunheim "
"Germany",50.4142,7.5158,"S5142","Urmitz"
"Germany",48.1012,7.59821,"S5143","Burkheim"
"France",48.6214,7.7553,"S5144","Hoenheim"
"Germany",49.6373,8.0127,"S5145","Bolanden"
"Germany",47.5742,8.37817,"S5146","Lienheim \"3,1\""
"France",48.6417,7.71485,"S5147","Mundolsheim"
"France",48.5152,7.64378,"S5148","Geispolsheim Bruechel"
"Germany",50.3636,8.95833,"S5149","Ranstadt-Dauernheim "
"Germany",47.9704,7.70233,"S5150","Munzingen"
"Germany",48.1417,7.70658,"S5151","Endingen"
"Germany",49.8425,8.12925,"S5152","Wörrstadt"
"France",47.7462,7.35842,"S5153","Riedisheim \"B.S.2\""
"France",47.675,7.221,"S5154","Spechbach"
"Germany",49.99,8.18066,"S5155","Finthen"
"Germany",48.8022,9.01646,"S5156","Leonberg"
"France",49.0217,6.04958,"S5157","Novéant-s-Moselle"
"France",47.7263,7.31186,"S5158","Didenheim \"MK\""
"Germany",49.9602,8.28022,"S5159","Mainz-Hechtsheim \"Grube 2\""
"Germany",48.8228,9.2152,"S5160","Stuttgart-Münster"
"Germany",48.9,9.21,"S5161","Ludwigsburg-Hoheneck"
"Germany",49.1689,8.07474,"S5162","Mörzheim"
"Germany",50.0406,8.46957,"S5163","Eddersheim"
"Germany",49.8459,7.86019,"S5164","Bad Kreuznach 2"
"Germany",49.4284,8.68324,"S5165","Handschuhsheim"
"Czech Republic",49.0217,16.3808,"S6063","Vedrovice"
"Germany",50.9188,8.84769,"S6067","Bracht"
"Czech Republic",50.1423,14.2326,"S6070","Makotřasy"
"Czech Republic",49.9474,15.2674,"S6071","Kutná Hora \"Dänemark\""
"Austria",48.6316,16.4311,"S6072","Friebritz 2"
"Austria",48.611,15.6579,"S6074","Kamegg"
"Poland",50.269,20.4507,"S6078","Słonowice \"G\""
"Poland",50.6821,21.7542,"S6079","Sandomierz \"Wzgórze Zawichojskie\""
"Germany",47.7925,9.10226,"S6088","Sipplingen"
"Germany",51.69,11.44,"S6091","Quenstedt \"Schalkenburg\""
"Czech Republic",50.1707,14.1914,"S6092","Stehelčeves \"Homolka\""
"Germany",52.1218,10.6379,"S6094","Wittmar"
"Germany",52.2092,10.646,"S6102","Niedersickte 2 - Dormorgen"
"Germany",52.0522,10.5852,"S6103","Hornburg 25 (=Tempelhof)"
"Germany",48.811,12.8908,"S6104","Deggendorf-Rettenbach"
"France",49.38,3.7,"S6105","Maizy-sur-Aisne \"Les Grands-Aisements\""
"France",46.41,-0.66,"S6110","Nieul-sur-l'Autise \"Champ-Durand\"  "
"Germany",52.0516,10.5356,"S6116","Werlaburgdorf"
"Germany",52.133,10.706,"S6126","Groß Vahlberg \"Mühlenberg\""
"Germany",52.0687,10.5529,"S6127","Heiningen"
"France",48.2946,2.41452,"S6129","Malesherbes \"la Chaise\""
"Great Britain",51.8433,-2.10593,"S6139","Crickley Hill"
"France",43.2159,2.44621,"S6146","Trebes \"Le Mourral\""
"Germany",50.0279,11.1304,"S6147","Wattendorf-Motzenstein"
"Germany",48.1027,9.62152,"S6150","Alleshausen \"Hartöschle\""
"Germany",48.1195,9.64091,"S6151","Odenahlen"
"Germany",47.8134,9.04082,"S6153","Bodman-Schachen"
"Germany",48.4789,8.9523,"S6155","Rottenburg-Siebenlinden I"
"Great Britain",51.4033,-1.07551,"S6157","Abbots Farm"
"Great Britain",51.2277,-1.73216,"S6158","Ablington"
"Great Britain",51.4203,-1.51961,"S6159","Aldbourne"
"Great Britain",53.2931,-2.21605,"S6160","Alderley Edge"
"Great Britain",51.4055,-1.13011,"S6161","Aldermaston"
"Great Britain",50.8126,0.143608,"S6162","Alfriston"
"Great Britain",50.7074,-2.42207,"S6163","Alington Avenue"
"Great Britain",56.4168,-3.53357,"S6164","Almond Bank"
"Great Britain",52.2961,-2.8139,"S6165","Ambrey"
"Great Britain",51.1792,-2.83128,"S6166","Amesbury"
"Great Britain",53.389,-4.34157,"S6167","Amlwch"
"Great Britain",54.2123,-1.11054,"S6168","Ampleforth Moor"
"Great Britain",53.2488,0.33,"S6169","Anderby Creek"
"Great Britain",54.2383,-1.10538,"S6170","Antofts Windypit"
"Great Britain",53.5979,-0.525031,"S6171","Appleby"
"Great Britain",51.9095,0.983643,"S6172","Ardleigh"
"Great Britain",56.5695,-6.00182,"S6173","Ardnacross"
"Great Britain",55.8872,-6.33614,"S6174","Ardnave"
"Great Britain",51.1648,-2.82245,"S6175","Ashcott Heath"
"Great Britain",56.1874,-3.04418,"S6176","Ashgrove Farm"
"Great Britain",53.2791,-1.22754,"S6177","Ash Tree Cave"
"Great Britain",52.8574,-1.37318,"S6178","Aston"
"Great Britain",52.0086,-0.624495,"S6179","Aston Mill"
"Great Britain",56.01,-5.20533,"S6180","Auchategan"
"Great Britain",51.4156,-1.85738,"S6181","Avebury"
"Great Britain",51.4857,0.224009,"S6182","Aveley Marshes"
"Great Britain",56.216,-3.15945,"S6183","Balbirnie"
"Great Britain",51.199,-1.49758,"S6184","Balksbury"
"Great Britain",54.3709,-4.47411,"S6185","Ballachrink Farm"
"Great Britain",54.1625,-4.55051,"S6186","Ballaquinney Beg"
"Great Britain",55.3972,-5.66905,"S6187","Balloch Hill"
"Great Britain",57.566,-3.98958,"S6188","Balnagowan"
"Great Britain",56.6376,-2.64404,"S6189","Balneaves"
"Great Britain",50.8044,-2.0485,"S6190","Barford Farm"
"Great Britain",52.1154,1.12596,"S6191","Barham"
"Great Britain",52.678,-0.371302,"S6192","Barholm"
"Great Britain",54.0099,-0.211346,"S6193","Barmston"
"Great Britain",52.6493,-0.449238,"S6194","Barnack"
"Great Britain",56.0437,-3.32,"S6195","Barns Farm"
"Great Britain",54.7464,-4.57467,"S6196","Barsalloch"
"Great Britain",51.2615,-1.08497,"S6197","Basingstoke"
"Great Britain",51.7109,-1.96961,"S6198","Bath Gate"
"Great Britain",52.7499,0.464227,"S6199","Bawsey"
"Great Britain",51.4078,-1.90366,"S6200","Beckhampton Road"
"Great Britain",50.8251,0.0462,"S6201","Beddingham"
"Great Britain",51.3849,-0.135901,"S6202","Beddington"
"Great Britain",53.1277,-2.69053,"S6203","Beeston Castle"
"Great Britain",51.2362,1.14048,"S6204","Bekesbourne"
"Great Britain",51.5408,-1.52123,"S6205","Bellbarrow"
"Great Britain",56.473,-5.37587,"S6206","Benderloch"
"Great Britain",57.6041,-1.95482,"S6207","Berrybrae"
"Great Britain",51.2985,-2.7402,"S6208","Gorsey Bigbury"
"Great Britain",52.8859,-0.326349,"S6209","Billingborough"
"Great Britain",50.5804,-1.25915,"S6210","Binnel Point"
"Great Britain",51.8268,-2.09868,"S6211","Birdlip bypass"
"Great Britain",55.1084,-3.66023,"S6212","Birkhall"
"Great Britain",54.5927,-3.08811,"S6213","Birkswood"
"Great Britain",54.4524,-3.43456,"S6214","Birrel Sike"
"Great Britain",50.7867,0.0814091,"S6215","Bishopstone"
"Great Britain",56.4426,-5.36992,"S6216","Black Crofts"
"Great Britain",50.8687,-0.445123,"S6217","Blackpatch"
"Great Britain",55.6458,-3.6654,"S6218","Blackshouse Burn"
"Great Britain",51.7463,0.80973,"S6219","Blackwater Site"
"Great Britain",56.1396,-4.06013,"S6220","Blair Drummond"
"Great Britain",51.1938,-2.79863,"S6221","Blakeway Farm"
"Great Britain",53.9082,-2.64396,"S6222","Bleasdale"
"Great Britain",55.8049,-6.29821,"S6223","Borraichill Mor"
"Great Britain",52.5075,-4.05532,"S6224","Borth"
"Great Britain",52.4284,-1.94704,"S6225","Bournville"
"Great Britain",54.9539,-3.95685,"S6226","Bow Hill"
"Great Britain",54.1198,-0.226511,"S6227","Boynton"
"Great Britain",56.6324,-2.60646,"S6228","Boysack Mill"
"Great Britain",54.6487,-2.18289,"S6229","Bracken Rigg"
"Great Britain",56.6153,-2.77566,"S6230","Bractullo"
"Great Britain",51.7435,0.897342,"S6231","Bradwell Sea"
"Great Britain",56.1048,-5.25827,"S6232","Brainport Bay"
"Great Britain",54.6085,-3.46173,"S6233","Brainthwaite"
"Great Britain",52.7223,-3.04838,"S6234","Breiddin"
"Great Britain",53.0974,-3.53098,"S6235","Brenig"
"Great Britain",51.4911,-0.317426,"S6236","Brentford"
"Great Britain",51.5926,-4.18014,"S6237","Breos Cwm Gower"
"Great Britain",51.107,-1.26715,"S6238","Bridget's Farm"
"Great Britain",53.5554,-0.502364,"S6239","Brigg Raft"
"Great Britain",53.5554,-0.500852,"S6240","Brigg Track"
"Great Britain",54.7923,-4.10462,"S6241","Brighouse Bay"
"Great Britain",51.224,-1.70784,"S6242","Brigmerston Down"
"Great Britain",52.1148,-4.04924,"S6243","Bryn Maen"
"Great Britain",50.4804,-3.60272,"S6244","Bulleigh Meadow"
"Great Britain",51.4245,-1.02474,"S6245","Burghfield"
"Great Britain",51.4333,-1.00297,"S6246","Burghfield Cottages"
"Great Britain",52.4619,0.386273,"S6247","Burnt Fen"
"Great Britain",51.1034,-1.27007,"S6248","Burntwood Farm"
"Great Britain",50.899,-0.576,"S6249","Bury Hill"
"Great Britain",53.2282,0.238385,"S6250","Butterbump"
"Great Britain",51.0244,-2.53156,"S6251","Cadbury Castle"
"Great Britain",53.2746,-1.59057,"S6252","Cairnfield"
"Great Britain",51.5934,-2.74064,"S6253","Caldicot Castle"
"Great Britain",55.3632,-1.90691,"S6254","Callaly Moor"
"Great Britain",52.4655,-3.84346,"S6255","Camddwr"
"Great Britain",51.6274,0.777379,"S6256","Canewdon"
"Great Britain",51.5041,-0.708907,"S6257","Cannon Hill"
"Great Britain",51.9932,-5.01691,"S6258","Carne Coch"
"Great Britain",52.5853,-3.49241,"S6259","Carneddau"
"Great Britain",52.0186,-4.82763,"S6260","Carreg Coetan"
"Great Britain",52.2906,-0.941316,"S6261","Castle Brampton"
"Great Britain",52.6598,-2.38444,"S6262","Castle Farm"
"Great Britain",57.6121,-1.85269,"S6263","Castle Hill"
"Great Britain",53.5546,-0.508422,"S6264","Castlethorpe"
"Great Britain",50.5453,-5.00444,"S6265","Cataclews"
"Great Britain",50.6309,-4.62751,"S6266","Cataclews Barrow"
"Great Britain",52.9566,-3.49771,"S6267","Cefn Caer Euni"
"Great Britain",53.2518,-3.91727,"S6268","Cefn Coch"
"Great Britain",51.717,-4.01527,"S6269","Cefn Drum"
"Great Britain",51.7097,-3.54592,"S6270","Cefn Glas"
"Great Britain",51.5625,-2.7993,"S6271","Chapeltump"
"Great Britain",51.286,-2.72996,"S6272","Charterhouse Warren"
"Great Britain",55.5276,-1.84157,"S6273","Chatton Sandyford"
"Great Britain",58.4218,-4.18492,"S6274","Chealamy"
"Great Britain",51.1806,-2.87709,"S6275","Chilton"
"Great Britain",50.7358,-1.7775,"S6276","Christchurch"
"Great Britain",50.8629,-0.419723,"S6277","Church Hill"
"Great Britain",50.7082,-2.43909,"S6278","Church Street"
"Great Britain",50.164,-5.54022,"S6279","Chysauster"
"Great Britain",50.8589,-0.384335,"S6280","Cissbury"
"Great Britain",51.7965,-1.3764,"S6281","City Farm"
"Great Britain",57.1671,-7.40273,"S6282","Cladh Hallan"
"Great Britain",56.5791,-5.75028,"S6283","Claggan"
"Great Britain",54.1981,-4.39169,"S6284","Clayhead Cairns"
"Great Britain",53.5674,-0.0307127,"S6285","Cleethorpes"
"Great Britain",51.1529,1.38514,"S6286","Cliffe"
"Great Britain",54.9829,-3.0752,"S6287","Clochmabane Stane"
"Great Britain",51.8516,-0.247371,"S6288","Codicote"
"Great Britain",51.4578,-3.24804,"S6289","Coed Y Cwmdda"
"Great Britain",51.181,-0.358946,"S6290","Coldharbour"
"Great Britain",51.4193,0.354578,"S6291","Coldharbour Road"
"Great Britain",56.3051,-3.15083,"S6292","Collessie"
"Great Britain",52.7474,-3.15418,"S6293","Collfryn"
"Great Britain",50.5096,-4.58127,"S6294","Colliford Reservoir"
"Great Britain",50.7965,0.233712,"S6295","Combe Hill"
"Great Britain",51.9535,-1.77734,"S6296","Condicote"
"Great Britain",56.6301,-3.08245,"S6297","Cookston Farm"
"Great Britain",52.3607,-3.74626,"S6298","Copa Hill"
"Great Britain",51.881,-3.44281,"S6299","Corn Du"
"Great Britain",51.3256,1.35477,"S6300","Cottington Lane"
"Great Britain",52.059,-0.709017,"S6301","Cotton Valley"
"Great Britain",51.4446,-2.81162,"S6302","Court Hill"
"Great Britain",54.0791,-0.540132,"S6303","Cowlam"
"Great Britain",51.7538,-4.48643,"S6304","Coygan Camp"
"Great Britain",50.8265,-2.05233,"S6305","Crab Farm"
"Great Britain",58.3708,-3.40539,"S6306","Craigna Feich"
"Great Britain",50.9294,-2.00142,"S6307","Cranborne Chase"
"Great Britain",51.4536,-0.966538,"S6308","Crane Wharf"
"Great Britain",54.7522,-2.00001,"S6309","Crawley Edge"
"Great Britain",56.5095,-4.33698,"S6310","Creag Caillich"
"Great Britain",56.5013,-4.33812,"S6311","Creagna Caillich"
"Great Britain",52.56,0.76,"S6312","Cressingham"
"Great Britain",53.2627,-1.19635,"S6313","Creswell Crags"
"Great Britain",50.3317,-5.15208,"S6314","Crig Mennis"
"Great Britain",51.6369,0.650577,"S6315","Crouch Estuary"
"Great Britain",51.5655,-1.11841,"S6316","Crowmarsh"
"Great Britain",55.8841,-5.91971,"S6317","Cula'Bhaile"
"Great Britain",57.6387,-3.69029,"S6318","Culbin Sands"
"Great Britain",55.7251,-6.46636,"S6319","Cultoon"
"Great Britain",51.5258,0.148108,"S6320","Dagenham Marshes"
"Great Britain",51.2817,-1.05931,"S6321","Daneshill"
"Great Britain",50.6399,-4.6266,"S6322","Davidstow Moor Site"
"Great Britain",55.014,-3.79084,"S6323","Deanston Burn"
"Great Britain",56.0259,-3.97704,"S6324","Denny"
"Great Britain",50.9555,-2.06551,"S6325","Deverel-Rimbury"
"Great Britain",51.74,-1.406,"S6326","Devil's Quoit"
"Great Britain",51.739,-1.40471,"S6327","Devil's Quoits"
"Great Britain",50.8778,-0.200293,"S6328","Devil Dyke"
"Great Britain",52.0521,1.27036,"S6329","Devil Ring Barrow"
"Great Britain",53.268,-3.54756,"S6330","Dinorben"
"Great Britain",56.4146,-5.47126,"S6331","Distillery Cave"
"Great Britain",51.6485,-1.15872,"S6332","Dorchester Cursus"
"Great Britain",51.92,1.26497,"S6333","Dovercourt Bay"
"Great Britain",50.9335,-2.00158,"S6334","Down Farm"
"Great Britain",51.382,1.4279,"S6335","Down Park Estate"
"Great Britain",55.9717,-2.44226,"S6336","Dryburn Bridge"
"Great Britain",56.0614,-3.41824,"S6337","Dunfermline"
"Great Britain",54.7775,-1.57864,"S6338","Durham Milburnegate"
"Great Britain",51.1973,-1.83683,"S6339","Durrington down"
"Great Britain",51.7027,-5.15243,"S6340","Dyfed"
"Great Britain",53.2621,-1.60118,"S6341","Eaglestone"
"Great Britain",51.1755,-1.73676,"S6342","Earles Farm"
"Great Britain",53.6402,0.131541,"S6343","Easington"
"Great Britain",54.1647,-0.56316,"S6344","East Heslerton Wold"
"Great Britain",51.1903,-2.90304,"S6345","East Huntspill"
"Great Britain",51.0758,-1.28895,"S6346","Easton Lane"
"Great Britain",51.9867,-0.204238,"S6347","Ebbsfleet"
"Great Britain",51.1615,-2.78806,"S6348","Eclipse"
"Great Britain",53.1206,-1.85206,"S6349","Ecton Hill"
"Great Britain",51.409,-0.303183,"S6350","Eden Walk"
"Great Britain",51.1826,-2.85853,"S6351","Edington Burtle"
"Great Britain",50.9033,-1.93457,"S6352","Edmondsham"
"Great Britain",51.4329,-0.538265,"S6353","Egham Sports Field"
"Great Britain",54.4484,-3.54239,"S6354","Ehenside Tarn"
"Great Britain",55.5868,-2.70607,"S6355","Eildon Hill North"
"Great Britain",53.2414,-4.43843,"S6356","Eithin"
"Great Britain",57.9074,-3.9966,"S6357","Embo"
"Great Britain",53.0216,-4.07854,"S6358","Emrys"
"Great Britain",52.3628,0.564565,"S6359","Eriswell"
"Great Britain",54.7007,-3.49763,"S6360","Ewanrigg"
"Great Britain",53.162,-1.86537,"S6361","Fawfieldhead"
"Great Britain",52.5037,0.493179,"S6362","Feltwell"
"Great Britain",52.6387,-0.207213,"S6363","Fen Dyke"
"Great Britain",52.574,-0.209843,"S6364","Fengate"
"Great Britain",51.637,0.604332,"S6365","Fenn Creek"
"Great Britain",50.8103,-0.454149,"S6366","Ferring"
"Great Britain",51.4281,-1.02898,"S6367","Field Farm"
"Great Britain",52.3566,0.434935,"S6368","Fifty Farm"
"Great Britain",52.6708,-1.72343,"S6369","Fisherwick"
"Great Britain",50.7074,-2.41925,"S6370","Flagstones House"
"Great Britain",53.4176,-1.38756,"S6371","Flat Dyke"
"Great Britain",57.5984,-4.49349,"S6372","Fodderty"
"Great Britain",51.853,-3.83836,"S6373","Foel Fawr"
"Great Britain",50.706,-2.4277,"S6374","Fordington Farm"
"Great Britain",57.3292,-1.9784,"S6375","Forvie"
"Great Britain",51.7239,-2.3113,"S6376","Frocester Court"
"Great Britain",52.2296,-3.23003,"S6377","Fronddyrys"
"Great Britain",52.2442,-3.94824,"S6378","Fulbrook"
"Great Britain",56.1739,-3.40627,"S6379","Gairneybank"
"Great Britain",50.6669,-1.3745,"S6380","Gallibury Down"
"Great Britain",54.0015,-0.753415,"S6381","Garrowby"
"Great Britain",51.1634,-2.76663,"S6382","Glastonbury"
"Great Britain",54.4631,-0.558894,"S6383","GnipeHowe"
"Great Britain",52.8708,-4.06537,"S6384","Goedog"
"Great Britain",51.7396,0.723238,"S6385","Goldhanger"
"Great Britain",53.0194,-4.29465,"S6386","Graenog"
"Great Britain",53.0488,-3.53223,"S6387","Graig Fechan"
"Great Britain",55.9738,-2.89579,"S6388","Grainfoot"
"Great Britain",56.6539,-3.75364,"S6389","Grandtully"
"Great Britain",54.4952,-1.08279,"S6390","Great Ayton Moor"
"Great Britain",51.5926,-4.18014,"S6391","Great Carn"
"Great Britain",54.4556,-3.13383,"S6392","Great Langdale"
"Great Britain",53.3291,-3.86216,"S6393","Great Orme"
"Great Britain",51.4977,-3.09491,"S6394","Great Wharf"
"Great Britain",55.6777,-3.25321,"S6395","Green Knowe"
"Great Britain",54.9585,-3.95239,"S6396","Greenlaw"
"Great Britain",52.2462,-0.72117,"S6397","Grendon   "
"Great Britain",50.7136,-2.43488,"S6398","Greyhound Yard"
"Great Britain",53.9709,-0.755857,"S6399","Grimthorpe"
"Great Britain",54.1191,-0.23879,"S6400","Grindale Barrow"
"Great Britain",54.2335,-0.319847,"S6401","Gristhorpe"
"Great Britain",51.9185,-1.86185,"S6403","Guiting"
"Great Britain",51.8654,-3.14599,"S6404","Gwernvale"
"Great Britain",50.23,-5.37959,"S6405","Gwithian"
"Great Britain",52.3528,0.0690328,"S6406","Haddenham"
"Great Britain",51.3526,0.448824,"S6407","Halling"
"Great Britain",50.8789,-0.692144,"S6408","Halnaker Hill"
"Great Britain",50.9573,-0.977591,"S6409","Hampshire"
"Great Britain",54.5194,-2.64736,"S6410","Hardendale Nab"
"Great Britain",53.8434,-1.88599,"S6411","Harden Moor"
"Great Britain",55.6786,-3.25007,"S6412","Harehope Cairn"
"Great Britain",53.2152,-1.56867,"S6413","Harland"
"Great Britain",50.5374,-4.99638,"S6414","Harlyn Bay"
"Great Britain",52.8195,0.61513,"S6415","Harpley"
"Great Britain",54.4541,-3.10603,"S6416","Harrison Stickle"
"Great Britain",52.1279,0.0717558,"S6417","Harston-Manor Farm"
"Great Britain",51.1373,-0.564772,"S6418","Hascombe"
"Great Britain",51.3497,-2.37481,"S6419","Hay Bath"
"Great Britain",50.739,-3.43011,"S6420","Hayes Farm"
"Great Britain",50.4215,-3.75279,"S6421","Hazard Hill"
"Great Britain",51.4095,-0.685694,"S6422","Heatherwood"
"Great Britain",50.4227,-4.73019,"S6423","Helman Tor"
"Great Britain",52.867,-1.32105,"S6424","Hemington Field"
"Great Britain",51.4042,-1.90223,"S6425","Hemp Knoll"
"Great Britain",52.52,0.404159,"S6426","Hemplands Farm"
"Great Britain",51.4255,-1.04342,"S6427","Heron House"
"Great Britain",54.1759,-0.594945,"S6428","Heslerton"
"Great Britain",51.7415,0.679891,"S6429","Heybridge"
"Great Britain",54.2741,-3.3915,"S6430","High Hyton"
"Great Britain",50.6653,-3.26937,"S6431","High Peak"
"Great Britain",52.4883,0.498194,"S6432","Hill Close"
"Great Britain",53.4402,-0.170761,"S6433","Hoe Hill"
"Great Britain",53.0617,-1.63438,"S6434","Hognaston"
"Great Britain",52.2573,-2.25788,"S6435","Holt"
"Great Britain",51.1638,-2.83672,"S6436","Honeygore"
"Great Britain",50.8268,-0.161076,"S6437","Hove"
"Great Britain",55.4472,-1.62529,"S6438","Howick Heugh"
"Great Britain",52.9291,0.495243,"S6439","Hunstanton"
"Great Britain",52.3373,-0.590825,"S6440","Huntingdon Race course"
"Great Britain",52.3301,-0.588129,"S6441","Irthlingborough"
"Great Britain",58.7453,-2.91586,"S6442","Isbister"
"Great Britain",50.8273,0.045245,"S6443","Itford Hill"
"Great Britain",54.6434,-2.08059,"S6444","Jackscar Cave"
"Great Britain",51.777,1.12,"S6445","Jaywick"
"Great Britain",53.1297,-0.150953,"S6446","Jeffs Farm"
"Great Britain",51.229,-1.58749,"S6447","Kalis Corner"
"Great Britain",56.9281,-2.33191,"S6448","Keabog"
"Great Britain",54.3569,-0.979692,"S6449","Kemp Howe"
"Great Britain",55.782,-6.35953,"S6450","Kentraw"
"Great Britain",51.4791,-0.300584,"S6451","Kew"
"Great Britain",50.5293,-4.79717,"S6452","Killibury"
"Great Britain",50.7453,0.229859,"S6453","Kilncombe"
"Great Britain",50.7835,-2.22698,"S6454","Kingston"
"Great Britain",51.9754,-1.56902,"S6455","King Stone"
"Great Britain",54.0031,-0.498535,"S6456","Kirkburn"
"Great Britain",55.3004,-2.03937,"S6457","Kirkhill"
"Great Britain",50.7621,-1.93335,"S6458","Knighton Heath"
"Great Britain",56.5931,-2.98694,"S6459","Knockenny Farm"
"Great Britain",51.9768,-2.50962,"S6460","Lambscott"
"Great Britain",52.5614,-3.03717,"S6461","Lan Fawr"
"Great Britain",52.0567,-0.831615,"S6462","Lanting"
"Great Britain",53.0979,-2.28677,"S6463","Lawton"
"Great Britain",51.1538,-1.4323,"S6464","Leckford Estate"
"Great Britain",58.7884,-2.94971,"S6465","Liddle Far"
"Great Britain",53.1151,-1.77438,"S6466","Liffs Low"
"Great Britain",53.3209,-2.27025,"S6467","Lindow Moss"
"Great Britain",51.7737,1.10973,"S6468","Lion Point"
"Great Britain",52.538,0.35796,"S6469","Littleport"
"Great Britain",52.3565,0.257215,"S6470","Little Thetford"
"Great Britain",51.7856,0.472214,"S6471","Little Waltham"
"Great Britain",53.218,-4.10751,"S6472","Llandegai"
"Great Britain",56.4141,-3.53347,"S6473","Loanleven"
"Great Britain",55.1052,-3.56602,"S6474","Locharbriggs"
"Great Britain",56.3882,-5.4186,"S6475","Loch Nell"
"Great Britain",51.7507,0.706514,"S6476","Loftsfarm"
"Great Britain",53.6097,-1.98941,"S6477","Lominot"
"Great Britain",50.8742,-0.676633,"S6478","Long Down"
"Great Britain",52.5521,-2.85404,"S6479","Long Mynd"
"Great Britain",51.7325,-5.11684,"S6480","Longstone Field"
"Great Britain",52.539,-0.267775,"S6481","Longville"
"Great Britain",54.091,-0.284322,"S6482","Low Claythorpe"
"Great Britain",53.3498,-1.8077,"S6483","Mam Tor"
"Great Britain",54.154,-2.76895,"S6484","Manor Farm"
"Great Britain",51.5394,-0.501686,"S6485","Mansfield Farm"
"Great Britain",51.3367,1.37569,"S6486","Manston"
"Great Britain",51.4963,0.276403,"S6487","Mar Dyke"
"Great Britain",50.7073,-2.43766,"S6488","Maumbury Rings"
"Great Britain",51.6975,0.767002,"S6489","Maylandsea"
"Great Britain",51.1758,-2.79402,"S6490","Meare"
"Great Britain",51.1469,-2.81497,"S6491","Meare Heath"
"Great Britain",51.174,-2.80115,"S6492","Meare Lake"
"Great Britain",52.8268,-3.4502,"S6493","Melangell Church"
"Great Britain",52.6877,-2.75163,"S6494","Meole Brace"
"Great Britain",52.4185,-1.98088,"S6495","Merritts Brook"
"Great Britain",52.5436,0.434965,"S6496","Methwold Severals"
"Great Britain",52.8652,-4.62234,"S6497","Meyllteyrn"
"Great Britain",51.1249,-1.25257,"S6498","Micheldever Wood"
"Great Britain",56.6495,-2.60348,"S6499","Middle Brighty Farm"
"Great Britain",50.7072,-2.46316,"S6500","Middle Farm"
"Great Britain",57.8873,-4.32786,"S6501","Migdale"
"Great Britain",50.8566,-0.226685,"S6502","Mile Oak"
"Great Britain",55.5951,-2.09681,"S6503","Milfield South"
"Great Britain",55.5285,-1.86059,"S6504","Millstone Hill"
"Great Britain",51.3185,-1.71298,"S6505","Milton Hill Farm"
"Great Britain",52.051,-0.804045,"S6506","Milton Keynes"
"Great Britain",51.75,-1.43354,"S6507","Mingie Ditch"
"Great Britain",52.8583,-4.10877,"S6508","Mochras"
"Great Britain",50.9559,0.734104,"S6509","Mockbeggar Rye"
"Great Britain",51.8691,-3.46131,"S6510","Modrydd"
"Great Britain",52.8647,-4.05468,"S6511","Moel Gerddi Ardudwy"
"Great Britain",51.4608,-0.272471,"S6512","Mortla"
"Great Britain",56.4206,-2.86412,"S6513","Morton"
"Great Britain",54.4852,-2,"S6514","Moss Mire"
"Great Britain",51.6665,-1.15548,"S6515","Mount Farm"
"Great Britain",51.5035,0.413682,"S6516","Mucking"
"Great Britain",55.7398,-2.05575,"S6517","Murton High Crags"
"Great Britain",55.9793,-3.66048,"S6518","Myerhaed"
"Great Britain",52.8373,-4.62214,"S6519","Mynydd Rhiw lleyn"
"Great Britain",50.2693,-5.26166,"S6520","Nancecuke"
"Great Britain",51.704,-3.57177,"S6521","Nant"
"Great Britain",53.3373,-3.39686,"S6522","Nant Hall"
"Great Britain",51.218,-1.84535,"S6523","Netheravon"
"Great Britain",51.5661,-3.99438,"S6524","Newton Cliffs"
"Great Britain",53.7136,-0.498252,"S6525","North Ferriby"
"Great Britain",56.3261,-3.73696,"S6526","North Mains"
"Great Britain",51.9337,-1.80363,"S6527","Oak Cow Common"
"Great Britain",52.6759,-0.717531,"S6528","Oakham"
"Great Britain",54.107,-0.404517,"S6529","Octon Wold"
"Great Britain",51.2645,-1.70758,"S6530","Old Coach Road"
"Great Britain",51.707,-0.322447,"S6531","Old Parkbury"
"Great Britain",55.5672,-2.11259,"S6532","Old Yeavering"
"Great Britain",58.0169,-4.41586,"S6533","Ord North"
"Great Britain",52.5562,-0.284334,"S6534","Orton Gravel Complex"
"Great Britain",51.309,0.195376,"S6535","Otford"
"Great Britain",50.8183,-2.0371,"S6536","Pamphill Lodge farm"
"Great Britain",51.9208,-4.74437,"S6537","Parc Maen"
"Great Britain",52.2514,-1.57222,"S6538","Park Farm"
"Great Britain",54.8809,-4.07493,"S6539","Park of Tongland"
